candidate_order_id,nominal_order,model,terminal_city,result_category,exact_duration_s,exact_distance_m,failure_reason,failing_city_transition_or_state,first_hit_order,exception_error_text
deterministic-random-restart-0-terminal-Wrocław-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Wrocław,M-boundary,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15581,Warszawa,
deterministic-random-restart-1-terminal-Wrocław-finish,Warszawa -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Wrocław,M-boundary,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8285,Warszawa,
deterministic-random-restart-2-terminal-Wrocław-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Wrocław,M-boundary,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12125,Warszawa,
fixed-A-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Zielona Góra,M-boundary,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19165,Warszawa,
fixed-B-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra,M-boundary,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20125,Warszawa,
fixed-C-terminal-Zielona Góra-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra,M-boundary,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16893,Warszawa,
manifest-order-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Zielona Góra,M-boundary,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19165,Warszawa,
reverse-tail-terminal-Zielona Góra-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Zielona Góra,M-boundary,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18589,Warszawa,
deterministic-random-restart-0-terminal-Zielona Góra-finish,Warszawa -> Olsztyn -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Zielona Góra,M-boundary,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16829,Warszawa,
deterministic-random-restart-1-terminal-Zielona Góra-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Zielona Góra,M-boundary,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18461,Warszawa,
deterministic-random-restart-2-terminal-Zielona Góra-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Zielona Góra,M-boundary,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16477,Warszawa,
fixed-A-terminal-Gorzów Wielkopolski-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Gorzów Wielkopolski,M-boundary,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14589,Warszawa,
fixed-B-terminal-Gorzów Wielkopolski-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Szczecin -> Gorzów Wielkopolski,M-boundary,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16925,Warszawa,
fixed-C-terminal-Gorzów Wielkopolski-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Szczecin -> Gorzów Wielkopolski,M-boundary,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19229,Warszawa,
manifest-order-terminal-Gorzów Wielkopolski-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Gorzów Wielkopolski,M-boundary,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14589,Warszawa,
reverse-tail-terminal-Gorzów Wielkopolski-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Gorzów Wielkopolski,M-boundary,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19645,Warszawa,
deterministic-random-restart-0-terminal-Gorzów Wielkopolski-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Gorzów Wielkopolski,M-boundary,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15869,Warszawa,
deterministic-random-restart-1-terminal-Gorzów Wielkopolski-finish,Warszawa -> Wrocław -> Katowice -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Gorzów Wielkopolski,M-boundary,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7261,Warszawa,
deterministic-random-restart-2-terminal-Gorzów Wielkopolski-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Gorzów Wielkopolski,M-boundary,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10173,Warszawa,
fixed-A-terminal-Szczecin-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=1981,Warszawa,
fixed-B-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,FEASIBLE,230495.6,2605677.749,,,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,
fixed-C-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-boundary,Szczecin,FEASIBLE,246387.2,2728699.705,,,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,
manifest-order-terminal-Szczecin-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=1981,Warszawa,
reverse-tail-terminal-Szczecin-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=4765,Warszawa,
deterministic-random-restart-0-terminal-Szczecin-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Katowice -> Poznań -> Toruń -> Rzeszów -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14557,Warszawa,
deterministic-random-restart-1-terminal-Szczecin-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10013,Warszawa,
deterministic-random-restart-2-terminal-Szczecin-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Szczecin,M-boundary,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=4733,Warszawa,
fixed-A-terminal-Poznań-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Poznań,M-boundary,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9533,Warszawa,
fixed-B-terminal-Poznań-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań,M-boundary,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12253,Warszawa,
fixed-C-terminal-Poznań-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań,M-boundary,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6781,Warszawa,
manifest-order-terminal-Poznań-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Poznań,M-boundary,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9533,Warszawa,
reverse-tail-terminal-Poznań-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Poznań,M-boundary,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=1309,Warszawa,
deterministic-random-restart-0-terminal-Poznań-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Toruń -> Rzeszów -> Poznań,M-boundary,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8317,Warszawa,
deterministic-random-restart-1-terminal-Poznań-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Poznań,M-boundary,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7101,Warszawa,
deterministic-random-restart-2-terminal-Poznań-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Gdańsk -> Łódź -> Toruń -> Opole -> Poznań,M-boundary,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=3421,Warszawa,
fixed-A-terminal-Bydgoszcz-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Bydgoszcz,M-boundary,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6365,Warszawa,
fixed-B-terminal-Bydgoszcz-finish,Warszawa -> Łódź -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz,M-boundary,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12861,Warszawa,
fixed-C-terminal-Bydgoszcz-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz,M-boundary,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8221,Warszawa,
manifest-order-terminal-Bydgoszcz-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Bydgoszcz,M-boundary,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6365,Warszawa,
reverse-tail-terminal-Bydgoszcz-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Bydgoszcz,M-boundary,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10333,Warszawa,
deterministic-random-restart-0-terminal-Bydgoszcz-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Bydgoszcz,M-boundary,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10141,Warszawa,
deterministic-random-restart-1-terminal-Bydgoszcz-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Bydgoszcz,M-boundary,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14429,Warszawa,
deterministic-random-restart-2-terminal-Bydgoszcz-finish,Warszawa -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Bydgoszcz,M-boundary,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5853,Warszawa,
fixed-A-terminal-Toruń-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Toruń,M-boundary,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15101,Warszawa,
fixed-B-terminal-Toruń-finish,Warszawa -> Łódź -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Toruń,M-boundary,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17821,Warszawa,
fixed-C-terminal-Toruń-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Toruń,M-boundary,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13501,Warszawa,
manifest-order-terminal-Toruń-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Toruń,M-boundary,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15101,Warszawa,
reverse-tail-terminal-Toruń-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Toruń,M-boundary,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15581,Warszawa,
deterministic-random-restart-0-terminal-Toruń-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Rzeszów -> Toruń,M-boundary,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10237,Warszawa,
deterministic-random-restart-1-terminal-Toruń-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Toruń,M-boundary,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8733,Warszawa,
deterministic-random-restart-2-terminal-Toruń-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Opole -> Toruń,M-boundary,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11037,Warszawa,
fixed-A-terminal-Gdańsk-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Olsztyn -> Białystok -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13821,Warszawa,
fixed-B-terminal-Gdańsk-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19389,Warszawa,
fixed-C-terminal-Gdańsk-finish,Warszawa -> Białystok -> Olsztyn -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17277,Warszawa,
manifest-order-terminal-Gdańsk-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Olsztyn -> Białystok -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13821,Warszawa,
reverse-tail-terminal-Gdańsk-finish,Warszawa -> Białystok -> Olsztyn -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18717,Warszawa,
deterministic-random-restart-0-terminal-Gdańsk-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15549,Warszawa,
deterministic-random-restart-1-terminal-Gdańsk-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Olsztyn -> Lublin -> Białystok -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18621,Warszawa,
deterministic-random-restart-2-terminal-Gdańsk-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Łódź -> Toruń -> Opole -> Gdańsk,M-boundary,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15517,Warszawa,
fixed-A-terminal-Olsztyn-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Białystok -> Olsztyn,M-boundary,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19805,Warszawa,
fixed-B-terminal-Olsztyn-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Olsztyn,M-boundary,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16861,Warszawa,
fixed-C-terminal-Olsztyn-finish,Warszawa -> Białystok -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Olsztyn,M-boundary,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19517,Warszawa,
manifest-order-terminal-Olsztyn-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Białystok -> Olsztyn,M-boundary,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19805,Warszawa,
reverse-tail-terminal-Olsztyn-finish,Warszawa -> Białystok -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Olsztyn,M-boundary,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19901,Warszawa,
deterministic-random-restart-0-terminal-Olsztyn-finish,Warszawa -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Olsztyn,M-boundary,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9725,Warszawa,
