candidate_order_id,nominal_order,model,terminal_city,result_category,exact_duration_s,exact_distance_m,failure_reason,failing_city_transition_or_state,first_hit_order,exception_error_text
deterministic-random-restart-1-terminal-Olsztyn-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Lublin -> Białystok -> Olsztyn,M-boundary,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19965,Warszawa,
deterministic-random-restart-2-terminal-Olsztyn-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Olsztyn,M-boundary,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16573,Warszawa,
fixed-A-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,FEASIBLE,248121.7,2831884.895,,,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,
fixed-B-terminal-Białystok-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20477,Warszawa,
fixed-C-terminal-Białystok-finish,Warszawa -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20349,Warszawa,
manifest-order-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-boundary,Białystok,FEASIBLE,248121.7,2831884.895,,,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,
reverse-tail-terminal-Białystok-finish,Warszawa -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20925,Warszawa,
deterministic-random-restart-0-terminal-Białystok-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17501,Warszawa,
deterministic-random-restart-1-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=4797,Warszawa,
deterministic-random-restart-2-terminal-Białystok-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Białystok,M-boundary,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18269,Warszawa,
