candidate_order_id,nominal_order,model,terminal_city,result_category,exact_duration_s,exact_distance_m,failure_reason,failing_city_transition_or_state,first_hit_order,exception_error_text
deterministic-random-restart-0-terminal-Toruń-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Rzeszów -> Toruń,M-500,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15645,Warszawa,
deterministic-random-restart-1-terminal-Toruń-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Toruń,M-500,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12989,Warszawa,
deterministic-random-restart-2-terminal-Toruń-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Opole -> Toruń,M-500,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12573,Warszawa,
fixed-A-terminal-Gdańsk-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Olsztyn -> Białystok -> Gdańsk,M-500,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16221,Warszawa,
fixed-B-terminal-Gdańsk-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Gdańsk,M-500,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18045,Warszawa,
fixed-C-terminal-Gdańsk-finish,Warszawa -> Białystok -> Olsztyn -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Gdańsk,M-500,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5789,Warszawa,
manifest-order-terminal-Gdańsk-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Olsztyn -> Białystok -> Gdańsk,M-500,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16221,Warszawa,
reverse-tail-terminal-Gdańsk-finish,Warszawa -> Białystok -> Olsztyn -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Gdańsk,M-500,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8733,Warszawa,
deterministic-random-restart-0-terminal-Gdańsk-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Gdańsk,M-500,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10717,Warszawa,
deterministic-random-restart-1-terminal-Gdańsk-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Olsztyn -> Lublin -> Białystok -> Gdańsk,M-500,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15933,Warszawa,
deterministic-random-restart-2-terminal-Gdańsk-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Łódź -> Toruń -> Opole -> Gdańsk,M-500,Gdańsk,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15965,Warszawa,
fixed-A-terminal-Olsztyn-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Białystok -> Olsztyn,M-500,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17597,Warszawa,
fixed-B-terminal-Olsztyn-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Olsztyn,M-500,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6717,Warszawa,
fixed-C-terminal-Olsztyn-finish,Warszawa -> Białystok -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Olsztyn,M-500,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10813,Warszawa,
manifest-order-terminal-Olsztyn-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Białystok -> Olsztyn,M-500,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17597,Warszawa,
reverse-tail-terminal-Olsztyn-finish,Warszawa -> Białystok -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Olsztyn,M-500,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13533,Warszawa,
deterministic-random-restart-0-terminal-Olsztyn-finish,Warszawa -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Olsztyn,M-500,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5853,Warszawa,
deterministic-random-restart-1-terminal-Olsztyn-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Lublin -> Białystok -> Olsztyn,M-500,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14493,Warszawa,
deterministic-random-restart-2-terminal-Olsztyn-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Olsztyn,M-500,Olsztyn,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13213,Warszawa,
fixed-A-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-500,Białystok,FEASIBLE,239029.1,2793456.866,,,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,
fixed-B-terminal-Białystok-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Białystok,M-500,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18141,Warszawa,
fixed-C-terminal-Białystok-finish,Warszawa -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Białystok,M-500,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13885,Warszawa,
manifest-order-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,M-500,Białystok,FEASIBLE,239029.1,2793456.866,,,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok,
reverse-tail-terminal-Białystok-finish,Warszawa -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Białystok,M-500,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19837,Warszawa,
deterministic-random-restart-0-terminal-Białystok-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Białystok,M-500,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19773,Warszawa,
deterministic-random-restart-1-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok,M-500,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=4893,Warszawa,
deterministic-random-restart-2-terminal-Białystok-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Białystok,M-500,Białystok,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16893,Warszawa,
