candidate_order_id,nominal_order,model,terminal_city,result_category,exact_duration_s,exact_distance_m,failure_reason,failing_city_transition_or_state,first_hit_order,exception_error_text
manifest-order-terminal-Katowice-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Katowice,M-500,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19773,Warszawa,
reverse-tail-terminal-Katowice-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Katowice,M-500,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14461,Warszawa,
deterministic-random-restart-0-terminal-Katowice-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Poznań -> Toruń -> Rzeszów -> Katowice,M-500,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8605,Warszawa,
deterministic-random-restart-1-terminal-Katowice-finish,Warszawa -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Katowice,M-500,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7933,Warszawa,
deterministic-random-restart-2-terminal-Katowice-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Katowice,M-500,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11773,Warszawa,
fixed-A-terminal-Opole-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Opole,M-500,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8541,Warszawa,
fixed-B-terminal-Opole-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Opole,M-500,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18205,Warszawa,
fixed-C-terminal-Opole-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Opole,M-500,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19325,Warszawa,
manifest-order-terminal-Opole-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Opole,M-500,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8541,Warszawa,
reverse-tail-terminal-Opole-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Opole,M-500,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14301,Warszawa,
deterministic-random-restart-0-terminal-Opole-finish,Warszawa -> Olsztyn -> Zielona Góra -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Opole,M-500,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16733,Warszawa,
deterministic-random-restart-1-terminal-Opole-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Opole,M-500,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12509,Warszawa,
deterministic-random-restart-2-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole,M-500,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8189,Warszawa,
fixed-A-terminal-Wrocław-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Wrocław,M-500,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14461,Warszawa,
fixed-B-terminal-Wrocław-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Wrocław,M-500,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16925,Warszawa,
fixed-C-terminal-Wrocław-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Wrocław,M-500,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7165,Warszawa,
manifest-order-terminal-Wrocław-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Wrocław,M-500,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14461,Warszawa,
reverse-tail-terminal-Wrocław-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Wrocław,M-500,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9821,Warszawa,
deterministic-random-restart-0-terminal-Wrocław-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Wrocław,M-500,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11709,Warszawa,
deterministic-random-restart-1-terminal-Wrocław-finish,Warszawa -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Wrocław,M-500,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8765,Warszawa,
deterministic-random-restart-2-terminal-Wrocław-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Wrocław,M-500,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16285,Warszawa,
fixed-A-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Zielona Góra,M-500,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18621,Warszawa,
fixed-B-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra,M-500,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17277,Warszawa,
fixed-C-terminal-Zielona Góra-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra,M-500,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11389,Warszawa,
manifest-order-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Zielona Góra,M-500,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18621,Warszawa,
reverse-tail-terminal-Zielona Góra-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Zielona Góra,M-500,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14621,Warszawa,
deterministic-random-restart-0-terminal-Zielona Góra-finish,Warszawa -> Olsztyn -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Zielona Góra,M-500,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15709,Warszawa,
deterministic-random-restart-1-terminal-Zielona Góra-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Zielona Góra,M-500,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9789,Warszawa,
deterministic-random-restart-2-terminal-Zielona Góra-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Zielona Góra,M-500,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12285,Warszawa,
fixed-A-terminal-Gorzów Wielkopolski-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Gorzów Wielkopolski,M-500,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17277,Warszawa,
fixed-B-terminal-Gorzów Wielkopolski-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Szczecin -> Gorzów Wielkopolski,M-500,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7549,Warszawa,
fixed-C-terminal-Gorzów Wielkopolski-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Szczecin -> Gorzów Wielkopolski,M-500,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15549,Warszawa,
manifest-order-terminal-Gorzów Wielkopolski-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Gorzów Wielkopolski,M-500,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17277,Warszawa,
reverse-tail-terminal-Gorzów Wielkopolski-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Gorzów Wielkopolski,M-500,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17085,Warszawa,
deterministic-random-restart-0-terminal-Gorzów Wielkopolski-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Gorzów Wielkopolski,M-500,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15613,Warszawa,
deterministic-random-restart-1-terminal-Gorzów Wielkopolski-finish,Warszawa -> Wrocław -> Katowice -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Gorzów Wielkopolski,M-500,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11357,Warszawa,
deterministic-random-restart-2-terminal-Gorzów Wielkopolski-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Gorzów Wielkopolski,M-500,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10205,Warszawa,
fixed-A-terminal-Szczecin-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Szczecin,M-500,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19805,Warszawa,
fixed-B-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-500,Szczecin,FEASIBLE,244206.5,2738447.54,,,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,
fixed-C-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,M-500,Szczecin,FEASIBLE,244663.9,2758081.277,,,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin,
manifest-order-terminal-Szczecin-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Szczecin,M-500,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19805,Warszawa,
reverse-tail-terminal-Szczecin-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Szczecin,M-500,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17117,Warszawa,
deterministic-random-restart-0-terminal-Szczecin-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Katowice -> Poznań -> Toruń -> Rzeszów -> Szczecin,M-500,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18493,Warszawa,
deterministic-random-restart-1-terminal-Szczecin-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Szczecin,M-500,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14205,Warszawa,
deterministic-random-restart-2-terminal-Szczecin-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Szczecin,M-500,Szczecin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11869,Warszawa,
fixed-A-terminal-Poznań-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Poznań,M-500,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17437,Warszawa,
fixed-B-terminal-Poznań-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań,M-500,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20189,Warszawa,
fixed-C-terminal-Poznań-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań,M-500,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8125,Warszawa,
manifest-order-terminal-Poznań-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Poznań,M-500,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17437,Warszawa,
reverse-tail-terminal-Poznań-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Poznań,M-500,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12989,Warszawa,
deterministic-random-restart-0-terminal-Poznań-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Toruń -> Rzeszów -> Poznań,M-500,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12221,Warszawa,
deterministic-random-restart-1-terminal-Poznań-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Poznań,M-500,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11997,Warszawa,
deterministic-random-restart-2-terminal-Poznań-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Gdańsk -> Łódź -> Toruń -> Opole -> Poznań,M-500,Poznań,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16285,Warszawa,
fixed-A-terminal-Bydgoszcz-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Bydgoszcz,M-500,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17917,Warszawa,
fixed-B-terminal-Bydgoszcz-finish,Warszawa -> Łódź -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz,M-500,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19485,Warszawa,
fixed-C-terminal-Bydgoszcz-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz,M-500,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13629,Warszawa,
manifest-order-terminal-Bydgoszcz-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Bydgoszcz,M-500,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17917,Warszawa,
reverse-tail-terminal-Bydgoszcz-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Bydgoszcz,M-500,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13885,Warszawa,
deterministic-random-restart-0-terminal-Bydgoszcz-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Bydgoszcz,M-500,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8509,Warszawa,
deterministic-random-restart-1-terminal-Bydgoszcz-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Bydgoszcz,M-500,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5597,Warszawa,
deterministic-random-restart-2-terminal-Bydgoszcz-finish,Warszawa -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Bydgoszcz,M-500,Bydgoszcz,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=5725,Warszawa,
fixed-A-terminal-Toruń-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Toruń,M-500,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9693,Warszawa,
fixed-B-terminal-Toruń-finish,Warszawa -> Łódź -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Toruń,M-500,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15293,Warszawa,
fixed-C-terminal-Toruń-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Toruń,M-500,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14621,Warszawa,
manifest-order-terminal-Toruń-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Toruń,M-500,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9693,Warszawa,
reverse-tail-terminal-Toruń-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Toruń,M-500,Toruń,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14973,Warszawa,
