candidate_order_id,nominal_order,model,terminal_city,result_category,exact_duration_s,exact_distance_m,failure_reason,failing_city_transition_or_state,first_hit_order,exception_error_text
deterministic-random-restart-0-terminal-Łódź-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Łódź,M-300,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9533,Warszawa,
deterministic-random-restart-1-terminal-Łódź-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Łódź,M-300,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6941,Warszawa,
deterministic-random-restart-2-terminal-Łódź-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Toruń -> Opole -> Łódź,M-300,Łódź,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11869,Warszawa,
fixed-A-terminal-Kielce-finish,Warszawa -> Łódź -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7741,Warszawa,
fixed-B-terminal-Kielce-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8701,Warszawa,
fixed-C-terminal-Kielce-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16285,Warszawa,
manifest-order-terminal-Kielce-finish,Warszawa -> Łódź -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7741,Warszawa,
reverse-tail-terminal-Kielce-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Łódź -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16541,Warszawa,
deterministic-random-restart-0-terminal-Kielce-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12413,Warszawa,
deterministic-random-restart-1-terminal-Kielce-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10045,Warszawa,
deterministic-random-restart-2-terminal-Kielce-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Kielce,M-300,Kielce,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12221,Warszawa,
fixed-A-terminal-Lublin-finish,Warszawa -> Łódź -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Lublin,M-300,Lublin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12861,Warszawa,
fixed-B-terminal-Lublin-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Lublin,M-300,Lublin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15485,Warszawa,
fixed-C-terminal-Lublin-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Lublin,M-300,Lublin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17245,Warszawa,
manifest-order-terminal-Lublin-finish,Warszawa -> Łódź -> Kielce -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Lublin,M-300,Lublin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12861,Warszawa,
reverse-tail-terminal-Lublin-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Kielce -> Łódź -> Lublin,M-300,Lublin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18141,Warszawa,
deterministic-random-restart-0-terminal-Lublin-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Lublin,M-300,Lublin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14269,Warszawa,
deterministic-random-restart-1-terminal-Lublin-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Białystok -> Lublin,M-300,Lublin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15613,Warszawa,
deterministic-random-restart-2-terminal-Lublin-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Lublin,M-300,Lublin,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15581,Warszawa,
fixed-A-terminal-Rzeszów-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Rzeszów,M-300,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18077,Warszawa,
fixed-B-terminal-Rzeszów-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Rzeszów,M-300,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=19645,Warszawa,
fixed-C-terminal-Rzeszów-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Rzeszów,M-300,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9245,Warszawa,
manifest-order-terminal-Rzeszów-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Rzeszów,M-300,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18077,Warszawa,
reverse-tail-terminal-Rzeszów-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Kraków -> Lublin -> Kielce -> Łódź -> Rzeszów,M-300,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11197,Warszawa,
deterministic-random-restart-0-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów,M-300,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=4701,Warszawa,
deterministic-random-restart-1-terminal-Rzeszów-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Rzeszów,M-300,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=18717,Warszawa,
deterministic-random-restart-2-terminal-Rzeszów-finish,Warszawa -> Bydgoszcz -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Rzeszów,M-300,Rzeszów,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12541,Warszawa,
fixed-A-terminal-Kraków-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20125,Warszawa,
fixed-B-terminal-Kraków-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=15613,Warszawa,
fixed-C-terminal-Kraków-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Katowice -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9053,Warszawa,
manifest-order-terminal-Kraków-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=20125,Warszawa,
reverse-tail-terminal-Kraków-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Katowice -> Rzeszów -> Lublin -> Kielce -> Łódź -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13149,Warszawa,
deterministic-random-restart-0-terminal-Kraków-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14429,Warszawa,
deterministic-random-restart-1-terminal-Kraków-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16157,Warszawa,
deterministic-random-restart-2-terminal-Kraków-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Kraków,M-300,Kraków,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10109,Warszawa,
fixed-A-terminal-Katowice-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Katowice,M-300,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=3997,Warszawa,
fixed-B-terminal-Katowice-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Katowice,M-300,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7357,Warszawa,
fixed-C-terminal-Katowice-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Opole -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Katowice,M-300,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11485,Warszawa,
manifest-order-terminal-Katowice-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Opole -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Katowice,M-300,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=3997,Warszawa,
reverse-tail-terminal-Katowice-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Opole -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Katowice,M-300,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14813,Warszawa,
deterministic-random-restart-0-terminal-Katowice-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Poznań -> Toruń -> Rzeszów -> Katowice,M-300,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9533,Warszawa,
deterministic-random-restart-1-terminal-Katowice-finish,Warszawa -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Katowice,M-300,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=9885,Warszawa,
deterministic-random-restart-2-terminal-Katowice-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Katowice,M-300,Katowice,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13277,Warszawa,
fixed-A-terminal-Opole-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12701,Warszawa,
fixed-B-terminal-Opole-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12861,Warszawa,
fixed-C-terminal-Opole-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8989,Warszawa,
manifest-order-terminal-Opole-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Wrocław -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12701,Warszawa,
reverse-tail-terminal-Opole-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Wrocław -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10781,Warszawa,
deterministic-random-restart-0-terminal-Opole-finish,Warszawa -> Olsztyn -> Zielona Góra -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16829,Warszawa,
deterministic-random-restart-1-terminal-Opole-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13853,Warszawa,
deterministic-random-restart-2-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole,M-300,Opole,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=7933,Warszawa,
fixed-A-terminal-Wrocław-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Wrocław,M-300,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16221,Warszawa,
fixed-B-terminal-Wrocław-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Wrocław,M-300,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=12413,Warszawa,
fixed-C-terminal-Wrocław-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Poznań -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Wrocław,M-300,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=11101,Warszawa,
manifest-order-terminal-Wrocław-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Zielona Góra -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Wrocław,M-300,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16221,Warszawa,
reverse-tail-terminal-Wrocław-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Zielona Góra -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Wrocław,M-300,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14973,Warszawa,
deterministic-random-restart-0-terminal-Wrocław-finish,Warszawa -> Olsztyn -> Zielona Góra -> Opole -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Wrocław,M-300,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8285,Warszawa,
deterministic-random-restart-1-terminal-Wrocław-finish,Warszawa -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Wrocław,M-300,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8061,Warszawa,
deterministic-random-restart-2-terminal-Wrocław-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Kraków -> Zielona Góra -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Wrocław,M-300,Wrocław,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13981,Warszawa,
fixed-A-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Zielona Góra,M-300,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8061,Warszawa,
fixed-B-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Toruń -> Bydgoszcz -> Gdańsk -> Olsztyn -> Białystok -> Lublin -> Rzeszów -> Kielce -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra,M-300,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=13917,Warszawa,
fixed-C-terminal-Zielona Góra-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Bydgoszcz -> Toruń -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Poznań -> Gorzów Wielkopolski -> Szczecin -> Zielona Góra,M-300,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=14237,Warszawa,
manifest-order-terminal-Zielona Góra-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Gorzów Wielkopolski -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Zielona Góra,M-300,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=8061,Warszawa,
reverse-tail-terminal-Zielona Góra-finish,Warszawa -> Białystok -> Olsztyn -> Gdańsk -> Toruń -> Bydgoszcz -> Poznań -> Szczecin -> Gorzów Wielkopolski -> Wrocław -> Opole -> Katowice -> Kraków -> Rzeszów -> Lublin -> Kielce -> Łódź -> Zielona Góra,M-300,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=16637,Warszawa,
deterministic-random-restart-0-terminal-Zielona Góra-finish,Warszawa -> Olsztyn -> Opole -> Wrocław -> Łódź -> Gorzów Wielkopolski -> Gdańsk -> Kielce -> Kraków -> Lublin -> Bydgoszcz -> Białystok -> Szczecin -> Katowice -> Poznań -> Toruń -> Rzeszów -> Zielona Góra,M-300,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17757,Warszawa,
deterministic-random-restart-1-terminal-Zielona Góra-finish,Warszawa -> Wrocław -> Katowice -> Gorzów Wielkopolski -> Szczecin -> Bydgoszcz -> Kraków -> Opole -> Kielce -> Rzeszów -> Poznań -> Toruń -> Łódź -> Gdańsk -> Olsztyn -> Lublin -> Białystok -> Zielona Góra,M-300,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=17021,Warszawa,
deterministic-random-restart-2-terminal-Zielona Góra-finish,Warszawa -> Bydgoszcz -> Rzeszów -> Kielce -> Lublin -> Szczecin -> Olsztyn -> Białystok -> Katowice -> Wrocław -> Kraków -> Gorzów Wielkopolski -> Poznań -> Gdańsk -> Łódź -> Toruń -> Opole -> Zielona Góra,M-300,Zielona Góra,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=10973,Warszawa,
fixed-A-terminal-Gorzów Wielkopolski-finish,Warszawa -> Łódź -> Kielce -> Lublin -> Rzeszów -> Kraków -> Katowice -> Opole -> Wrocław -> Zielona Góra -> Szczecin -> Poznań -> Bydgoszcz -> Toruń -> Gdańsk -> Olsztyn -> Białystok -> Gorzów Wielkopolski,M-300,Gorzów Wielkopolski,TIMEOUT,,,fixed-order search exceeded 0.250s,expanded_labels=6781,Warszawa,
